ad_id,campaign_id,platform_id,ad_name,ad_format,created_at,is_active
a26f9609-087e-47cb-a1f8-ee6ae48eef1f,16b36fb2-946a-437f-ae26-76f8a5389dad,2280431c-4662-4b07-97d1-126a5eb4658e,Sharable optimal neural-net - Video,Video,2024-09-19,True
23b9f377-4544-4816-8a6c-aac2c71ef9bf,03c5b3b4-6ec8-4c3a-b3f0-d224331380d2,d69a7560-4d0c-4818-8541-8e0c45f43769,Multi-tiered radical moderator - Video,Video,2023-06-21,True
86c5d4ff-704c-4372-9753-b800ac1ebf58,b649a400-e459-4ce0-8f0a-3c83935b83c4,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Persevering motivating portal - Carousel,Carousel,2024-09-27,True
5e196493-aac0-4760-b67e-437477a05a31,752fe266-9a48-4c6e-8242-4c7fd9c138c8,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Cross-platform tangible budgetary management - Image,Image,2022-04-26,False
355b8e1a-83d8-4f45-82d8-323c92f2e103,ff158ea6-4968-43fb-8daa-573e9cdaaf31,f8091db0-8915-4c9d-a848-030ff4e11844,Up-sized didactic Internet solution - Text,Text,2024-08-10,False
1571cdfe-8809-42c7-8419-8b723f49bac0,4550dd7a-d74c-4f0d-aa1a-a14f03468f52,f8091db0-8915-4c9d-a848-030ff4e11844,Focused incremental Graphical User Interface - Video,Video,2023-11-29,True
00cd2325-1b43-4cd0-bae7-7894c6fbf544,976ca68a-f596-416e-899b-eb0a8a0e4223,2280431c-4662-4b07-97d1-126a5eb4658e,Persevering impactful instruction set - Carousel,Carousel,2023-05-24,False
b86dba34-adf4-4b43-8444-3a5fa02093a6,86a95f1e-9e68-4d9d-b6be-d3092070080b,e26263ef-e2cf-4059-a74f-105b2bc09db9,Cross-platform foreground interface - Carousel,Carousel,2024-02-09,True
a526fb08-bd22-4ec0-8053-21c0280fee6b,3fa86f4a-b855-49c4-8805-95a6a4abf47f,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Synchronized eco-centric hub - Text,Text,2024-10-17,True
efcba7f4-3482-452c-9f5e-7570bce60a52,cb5336ba-286c-4860-bd36-0dfc717287e0,d69a7560-4d0c-4818-8541-8e0c45f43769,Distributed systemic leverage - Text,Text,2023-07-01,False
a1984a8e-43b0-4827-86c2-4da4e88bc298,3fc178dd-e71b-457a-82a6-d7672b645660,833c108f-03c4-49b0-8ab4-beb52764c3cb,Cross-group attitude-oriented array - Video,Video,2024-03-15,False
4d7c0f3f-22b6-4132-b788-a8e9788d9b5c,a762ec22-7b49-4b60-9bf2-4c16e3e2aafe,833c108f-03c4-49b0-8ab4-beb52764c3cb,Cross-platform value-added support - Text,Text,2023-03-24,True
58830bdc-1aaa-449e-8590-9f9e94e02ed3,a50281d3-e5b7-4104-959c-46ff7e52658c,a9d03cd8-79fb-4be1-abda-02d7e95795d8,De-engineered next generation approach - Text,Text,2024-02-25,True
f6bb77eb-0e39-427a-b1e6-cfe14464db7d,d39bda40-5ca6-4f46-bc95-7e1e287cb8ae,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Realigned next generation groupware - Carousel,Carousel,2023-02-12,False
799b2937-d67a-41b1-91ac-93267a3e3c3b,23a9f1fc-c09b-44aa-9088-f1445c93235a,833c108f-03c4-49b0-8ab4-beb52764c3cb,Decentralized incremental help-desk - Carousel,Carousel,2024-02-08,True
38703614-bba8-4d15-b996-a6d9989f6784,91f6b087-5447-4e72-854c-6c7b7e6f852d,d69a7560-4d0c-4818-8541-8e0c45f43769,Up-sized actuating forecast - Text,Text,2022-07-25,True
16c6c695-40f3-47a3-80f9-a22d1d7fe726,e2360655-beab-4381-b77e-20010de63f5c,e26263ef-e2cf-4059-a74f-105b2bc09db9,Integrated heuristic benchmark - Image,Image,2024-05-22,False
f0da5b37-3bdb-4d30-9be5-41908d53f7f7,91f6b087-5447-4e72-854c-6c7b7e6f852d,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Profit-focused didactic collaboration - Text,Text,2022-07-13,False
f8c84dd6-c34e-41ed-aa5a-6ef1f68f52a1,b4f292b6-300d-4538-9557-0f3a4f3bcedb,f8091db0-8915-4c9d-a848-030ff4e11844,Face-to-face bi-directional hardware - Carousel,Carousel,2025-03-05,False
f12d6551-a121-4532-9225-ac4fa1976f72,f1f78666-2ed3-4b93-842d-de8062810ca2,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Multi-layered bifurcated task-force - Video,Video,2023-11-06,True
eacd7dad-9ac1-4f85-b12b-f7fab4218875,b5201608-3ccd-4d0d-ab87-72942ee70240,f8091db0-8915-4c9d-a848-030ff4e11844,Re-engineered directional workforce - Carousel,Carousel,2024-04-23,True
60d589d9-0828-4180-a20c-7e3badec0c72,02085927-354d-42bc-86f5-7ed702d6f470,2280431c-4662-4b07-97d1-126a5eb4658e,Realigned zero administration process improvement - Video,Video,2023-06-19,True
707c532b-748e-447c-9e66-0e93cf10b69a,36168176-3639-44d3-9590-707d6f211b2d,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Robust stable solution - Video,Video,2022-11-07,True
da233f47-80b0-4c0a-92e5-d01d875978dd,32689130-337a-43c5-8e07-f5f27ec9ea37,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Assimilated contextually-based flexibility - Image,Image,2022-06-21,True
c705e4d6-8e9a-4c40-9579-29b82b4fdba2,cb5336ba-286c-4860-bd36-0dfc717287e0,2280431c-4662-4b07-97d1-126a5eb4658e,Mandatory grid-enabled ability - Text,Text,2023-07-06,True
0e72420e-e27b-485e-9afa-e00d05f5f426,4bed9cd8-4cd7-4439-988d-43ab2d226401,e26263ef-e2cf-4059-a74f-105b2bc09db9,Digitized non-volatile protocol - Carousel,Carousel,2022-09-28,False
01ab3bfc-9c7d-4482-8617-98c732b559ce,ccd4823f-4d0a-41eb-bf90-4905d85e1ff0,d69a7560-4d0c-4818-8541-8e0c45f43769,Cloned client-server support - Image,Image,2025-02-17,False
a758c56f-52a7-4b70-8e3b-37e9aae1a2e4,9fee7cad-92f7-4a87-827f-19e91e5701d8,f8091db0-8915-4c9d-a848-030ff4e11844,Cross-group value-added moderator - Carousel,Carousel,2023-09-24,False
81db4daf-73ca-491f-a3b2-c33187014b42,56a08cb3-b6bd-4359-94b8-01c512925af0,f8091db0-8915-4c9d-a848-030ff4e11844,Multi-tiered intangible knowledgebase - Video,Video,2024-06-21,True
176a8905-febb-4c7b-a88a-287efcb0458a,1d1ce665-bb21-43a2-acd5-95f63c06aa19,d69a7560-4d0c-4818-8541-8e0c45f43769,Diverse holistic function - Carousel,Carousel,2024-12-09,True
81571cf5-9488-4195-ae51-4b4b6f43d79d,a23ef9f5-02f6-4e4d-8445-e5e7055c6f6e,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Vision-oriented non-volatile policy - Carousel,Carousel,2024-11-02,False
dd3cceb5-969b-446c-9ea7-5a18dd3b0cc6,91f6b087-5447-4e72-854c-6c7b7e6f852d,2280431c-4662-4b07-97d1-126a5eb4658e,Business-focused coherent complexity - Carousel,Carousel,2022-06-01,False
64fa6f73-5ee6-40e5-9312-dd9bd6216355,dd51b13d-181c-4160-b462-bdaa00944b1d,833c108f-03c4-49b0-8ab4-beb52764c3cb,Synergistic attitude-oriented flexibility - Text,Text,2024-02-19,False
e18a4856-320c-4bf2-9d41-30353899bb91,e84ffa27-99fd-4040-9ddb-2d4fe613bc7e,2280431c-4662-4b07-97d1-126a5eb4658e,Switchable interactive matrix - Carousel,Carousel,2024-08-25,False
9525cbe9-be39-43d6-8663-71fc66d86c8a,9fee7cad-92f7-4a87-827f-19e91e5701d8,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Organic intangible flexibility - Carousel,Carousel,2023-09-24,False
e96912a4-1b12-4384-a664-78e7e6209c52,5cf552e2-5381-44e4-9ff1-c2467a05b352,833c108f-03c4-49b0-8ab4-beb52764c3cb,Versatile multimedia budgetary management - Text,Text,2024-06-11,False
4e2cc311-7ea9-49f0-b129-59f9273a7980,ff158ea6-4968-43fb-8daa-573e9cdaaf31,f8091db0-8915-4c9d-a848-030ff4e11844,Optional bifurcated forecast - Video,Video,2024-08-21,False
606f24c6-7535-4588-a98a-22b7de0adbaf,c4115a42-fb4e-497e-9210-4f66e0957b96,f8091db0-8915-4c9d-a848-030ff4e11844,Synergistic optimizing matrix - Video,Video,2024-11-26,False
6d2e6fb0-8873-499b-9537-b2f8c7454b12,d66323b5-e5da-4a08-baad-c912d1263d5d,2280431c-4662-4b07-97d1-126a5eb4658e,Synchronized fault-tolerant analyzer - Text,Text,2024-03-07,False
a4725b4e-c114-4224-8a16-1817b2f0377d,b649a400-e459-4ce0-8f0a-3c83935b83c4,d69a7560-4d0c-4818-8541-8e0c45f43769,Object-based radical approach - Carousel,Carousel,2024-08-17,True
aad3af5f-1f82-4242-b3ad-09028eeee5bb,695f26f6-c422-4edd-bd51-5cffab8e874f,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Expanded exuding data-warehouse - Text,Text,2024-11-26,True
6cbee461-469a-43e4-adda-e8d4b2325f5e,3b4555f3-3260-4308-8acc-f5c5a105fffa,2280431c-4662-4b07-97d1-126a5eb4658e,Devolved well-modulated extranet - Image,Image,2023-07-01,True
11cb78e7-4809-43aa-b6d5-f97706264b1b,e2360655-beab-4381-b77e-20010de63f5c,833c108f-03c4-49b0-8ab4-beb52764c3cb,Inverse bottom-line ability - Carousel,Carousel,2024-05-18,True
59e28db8-1dc8-4591-8a18-55b1831da767,ff158ea6-4968-43fb-8daa-573e9cdaaf31,2280431c-4662-4b07-97d1-126a5eb4658e,User-friendly intermediate conglomeration - Carousel,Carousel,2024-07-26,True
aec56c41-8e0a-4919-85dc-4b6bf7b75540,976ca68a-f596-416e-899b-eb0a8a0e4223,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Multi-tiered national strategy - Video,Video,2023-04-06,True
15661cf6-b59b-44fa-bbdc-69efe0fa7f9d,2636cad9-1c8c-4e6f-9133-b8dd469df314,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Profit-focused next generation secured line - Carousel,Carousel,2024-04-25,False
972de2b5-fc6c-4c2b-b3f0-4f5605d783a9,0fc452b8-a0dd-400d-9103-7f3281af897e,d69a7560-4d0c-4818-8541-8e0c45f43769,Compatible hybrid support - Video,Video,2024-10-15,True
2ee9a9a0-453c-4f46-aeea-b1c686e9e341,24e8e223-e15f-4b0f-8193-f10a864ce018,833c108f-03c4-49b0-8ab4-beb52764c3cb,Optional 3rdgeneration knowledgebase - Text,Text,2024-04-25,False
1ed97c5f-7301-4b25-8b4e-fd64cf51d059,3fc178dd-e71b-457a-82a6-d7672b645660,833c108f-03c4-49b0-8ab4-beb52764c3cb,Compatible foreground orchestration - Carousel,Carousel,2024-03-15,True
6d3972c4-c5ca-4f3f-8114-d47635df42ca,32ad1572-ec5e-440c-ad40-e8908238b535,2280431c-4662-4b07-97d1-126a5eb4658e,Re-engineered impactful strategy - Image,Image,2024-10-20,True
d6e1d53f-e0e8-4461-b2af-1d163ac1d4f7,7d468a1b-1871-4cde-bf81-2208db50b10d,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Operative explicit budgetary management - Image,Image,2024-02-28,True
2d9e7f3a-12cb-4802-943f-a3e3d095370f,36168176-3639-44d3-9590-707d6f211b2d,e26263ef-e2cf-4059-a74f-105b2bc09db9,Ameliorated fresh-thinking concept - Text,Text,2022-12-03,True
6d860d94-ed7f-4605-a7fa-bb8515016a6c,5cfbb39d-4a73-4a73-a08e-4271bd778ecc,f8091db0-8915-4c9d-a848-030ff4e11844,Secured logistical solution - Video,Video,2023-09-20,False
ea0fecb9-1339-4380-88a0-4807bfaa9788,23a9f1fc-c09b-44aa-9088-f1445c93235a,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Cross-group intermediate benchmark - Video,Video,2024-01-21,True
80890557-49b2-4fc1-8a3e-0bbc17bb784c,1f42d3e8-b602-467c-af39-670310fc930f,f8091db0-8915-4c9d-a848-030ff4e11844,Optional optimizing initiative - Carousel,Carousel,2023-03-11,True
8f70242e-4a3f-4701-ad47-90c77517693c,df5658de-5f96-47f6-928f-1ec4583ac910,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Configurable hybrid function - Text,Text,2022-08-17,True
3e35e2be-6a39-41be-bebf-5a728d18d3bb,32ad1572-ec5e-440c-ad40-e8908238b535,e26263ef-e2cf-4059-a74f-105b2bc09db9,Face-to-face full-range time-frame - Video,Video,2024-10-15,False
96ccdccf-afc9-48c5-b44c-e08f715d555b,0fc452b8-a0dd-400d-9103-7f3281af897e,d69a7560-4d0c-4818-8541-8e0c45f43769,Compatible multimedia productivity - Image,Image,2024-10-16,False
64dcc5b7-d86d-48df-898b-bf79bfaf06f2,6e98b19b-ec3c-4066-8e06-8020a03deb18,833c108f-03c4-49b0-8ab4-beb52764c3cb,Progressive multimedia core - Text,Text,2025-03-12,False
be4726c7-57d7-45cb-b18e-88612f468534,d2d0a3f9-5cf4-4866-822e-bec51c6e99dc,d69a7560-4d0c-4818-8541-8e0c45f43769,Monitored upward-trending project - Carousel,Carousel,2022-05-27,True
a5dd6818-8bc1-40dd-9f73-4d0b69912cde,96acb26a-369f-409c-842e-69a5e68ddc20,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Front-line bi-directional circuit - Carousel,Carousel,2022-10-04,True
897575dc-e10d-4a87-b017-e476a1b91d20,e4e78db3-f815-4514-9e19-cac6149602cd,d69a7560-4d0c-4818-8541-8e0c45f43769,Exclusive context-sensitive portal - Text,Text,2024-01-23,False
b646856d-ae2d-43dc-8132-36e2edaa3a03,cb5336ba-286c-4860-bd36-0dfc717287e0,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Virtual well-modulated projection - Carousel,Carousel,2023-07-01,True
1cdd0109-7afe-4c8d-a949-472092dc72c1,2636cad9-1c8c-4e6f-9133-b8dd469df314,833c108f-03c4-49b0-8ab4-beb52764c3cb,Enhanced zero administration product - Carousel,Carousel,2024-05-01,True
64d3bd4c-9d54-4477-9250-c28886dc9e29,0d6976c9-cd6f-4db1-bd5d-8d0d95179854,2280431c-4662-4b07-97d1-126a5eb4658e,Persistent web-enabled open system - Carousel,Carousel,2023-07-11,True
09710a73-b295-4915-bebe-3a478545c1eb,f906f75c-6ce9-4035-b95e-cd4a7bd3a9c8,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Reduced local software - Carousel,Carousel,2025-05-27,True
4243c472-6b7d-48b6-b04c-c266956e2776,5daebd63-bc6d-4596-b1f8-c4f8ecb14729,d69a7560-4d0c-4818-8541-8e0c45f43769,Stand-alone scalable process improvement - Image,Image,2025-01-09,False
6e97522c-2290-43d6-a58c-6615239a00c0,3fc178dd-e71b-457a-82a6-d7672b645660,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Self-enabling foreground collaboration - Text,Text,2024-03-15,True
1f6558e7-c6aa-4186-85bc-a8fe5d43cbda,cb5336ba-286c-4860-bd36-0dfc717287e0,e26263ef-e2cf-4059-a74f-105b2bc09db9,Cloned methodical intranet - Video,Video,2023-07-28,True
695918d5-5ae6-4058-acc9-37ca1b71d79a,0b38f39b-8c84-4733-bc96-23b3c22729e0,2280431c-4662-4b07-97d1-126a5eb4658e,Innovative even-keeled parallelism - Image,Image,2024-04-19,True
8309cafd-c727-488f-a9ed-157aece65697,be576104-6031-4253-9a3f-e629dca6b6a5,d69a7560-4d0c-4818-8541-8e0c45f43769,Multi-channeled motivating archive - Carousel,Carousel,2022-12-20,True
7fc72088-79f2-4940-b431-791eb59b4eb7,5cf552e2-5381-44e4-9ff1-c2467a05b352,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Persistent local alliance - Video,Video,2024-05-14,False
5ebd2c81-d8c0-4e0c-9d4e-d53f62622900,2258e1ea-37fa-4840-9c57-6f26fac344a6,2280431c-4662-4b07-97d1-126a5eb4658e,Multi-layered executive archive - Video,Video,2022-12-24,True
bd191c36-6fb6-4dda-a375-631ad0379ce4,ff9ab007-5be1-4a52-a98f-c6fbacecb2cf,833c108f-03c4-49b0-8ab4-beb52764c3cb,Seamless radical middleware - Video,Video,2024-09-24,True
bc18cb00-4617-481d-b27d-409fe3a92572,be576104-6031-4253-9a3f-e629dca6b6a5,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Persistent optimal neural-net - Video,Video,2023-01-12,True
1b746915-9003-45d2-bfef-9c0a46b32510,d2d0a3f9-5cf4-4866-822e-bec51c6e99dc,a9d03cd8-79fb-4be1-abda-02d7e95795d8,User-centric 6thgeneration knowledge user - Video,Video,2022-07-07,False
12398664-d0bd-4947-9d15-084913944540,16b36fb2-946a-437f-ae26-76f8a5389dad,f8091db0-8915-4c9d-a848-030ff4e11844,Streamlined content-based Graphic Interface - Image,Image,2024-10-16,True
2b38f330-adec-439d-9e61-a6f5308bf8d7,ba870af7-4b50-49f3-abbb-872a27a2ae68,d69a7560-4d0c-4818-8541-8e0c45f43769,Phased motivating collaboration - Video,Video,2025-02-19,False
455c2b7f-cc7e-45b7-bbab-602423366414,1f42d3e8-b602-467c-af39-670310fc930f,d69a7560-4d0c-4818-8541-8e0c45f43769,Organized bi-directional workforce - Carousel,Carousel,2023-02-22,False
b869fcd6-fdf4-45a7-a4fa-975766da41c4,24926daf-4c5a-4b30-b9f4-8e45799aecfd,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Universal attitude-oriented middleware - Image,Image,2023-08-28,True
a5db4b28-cd47-4fa6-a0ca-15d7f1143096,24e8e223-e15f-4b0f-8193-f10a864ce018,833c108f-03c4-49b0-8ab4-beb52764c3cb,Enhanced 6thgeneration encryption - Image,Image,2024-04-20,True
80d835a2-b3e7-4741-9801-78b24d6f22cd,3325a735-0108-4afa-9b13-b79810b0d040,833c108f-03c4-49b0-8ab4-beb52764c3cb,Organic leadingedge moderator - Carousel,Carousel,2024-11-12,False
122ae6f7-a690-4c5f-8da0-654017c708ec,30bb18ae-05c2-4ff6-9127-4fb320685474,d69a7560-4d0c-4818-8541-8e0c45f43769,Seamless cohesive hierarchy - Video,Video,2024-11-18,True
1c7fb453-f4ab-4335-98dd-f658f851352d,0d6976c9-cd6f-4db1-bd5d-8d0d95179854,833c108f-03c4-49b0-8ab4-beb52764c3cb,Horizontal human-resource installation - Image,Image,2023-05-31,True
9b1a4a5a-3cff-44e2-9888-4d44fabde44f,1bd90f3e-b297-4155-bba8-c8275188c5e2,833c108f-03c4-49b0-8ab4-beb52764c3cb,Synergistic radical application - Image,Image,2023-05-27,True
70b4cb42-bd01-48b6-8d1a-d25a9f9ad0fc,9bde763d-501d-4a5c-9da0-002f40755d1c,e26263ef-e2cf-4059-a74f-105b2bc09db9,Stand-alone full-range architecture - Text,Text,2023-12-26,True
00597138-8dc0-431c-b577-6738ea70be5d,6e98b19b-ec3c-4066-8e06-8020a03deb18,d69a7560-4d0c-4818-8541-8e0c45f43769,Cross-platform next generation service-desk - Image,Image,2025-03-16,True
b388fd74-07fb-4b95-91b9-05b91dcc606d,ce7fd76e-d9d7-45b1-a6ba-c833e0329c84,f8091db0-8915-4c9d-a848-030ff4e11844,Horizontal eco-centric success - Carousel,Carousel,2023-09-29,True
96baa4e3-8241-4334-b134-5728400de73d,be576104-6031-4253-9a3f-e629dca6b6a5,e26263ef-e2cf-4059-a74f-105b2bc09db9,Switchable real-time collaboration - Image,Image,2022-12-21,True
c529a847-a0ef-4de2-a2d9-1ff375daa749,752fe266-9a48-4c6e-8242-4c7fd9c138c8,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Configurable optimal protocol - Video,Video,2022-04-16,False
a4c79c46-99cc-452b-9230-b0a931d9847a,1bd90f3e-b297-4155-bba8-c8275188c5e2,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Monitored fault-tolerant projection - Image,Image,2023-05-04,False
b983fca8-2f37-4e39-ac0f-6950d1320b2b,5daebd63-bc6d-4596-b1f8-c4f8ecb14729,2cd98818-b0ed-45d5-bf64-6b610105bf2c,De-engineered radical strategy - Carousel,Carousel,2024-12-17,True
02bd95ee-5978-4d93-815f-f728ce043747,5daebd63-bc6d-4596-b1f8-c4f8ecb14729,d69a7560-4d0c-4818-8541-8e0c45f43769,Integrated next generation implementation - Image,Image,2025-01-09,True
cfa4bd4a-f913-4fea-8b3d-8dc440f0543b,78da9c03-7d07-4463-a06f-2ce5eae55506,a9d03cd8-79fb-4be1-abda-02d7e95795d8,De-engineered static standardization - Text,Text,2023-05-09,False
e0210c35-415f-48b3-884e-e24594b411b3,1f42d3e8-b602-467c-af39-670310fc930f,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Cross-group secondary secured line - Text,Text,2023-03-02,True
ee26f4b9-3deb-4a79-8e61-ad28c79f608b,24926daf-4c5a-4b30-b9f4-8e45799aecfd,f8091db0-8915-4c9d-a848-030ff4e11844,Profound high-level adapter - Text,Text,2023-08-21,False
2af7e38b-027e-49c5-86f9-4c2c6477cc78,d2d0a3f9-5cf4-4866-822e-bec51c6e99dc,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Integrated contextually-based data-warehouse - Text,Text,2022-06-15,True
36e8c8c4-0c6a-4fb6-9ae0-7993c5c6bcf6,45996936-1f18-4670-b7d7-6979f314655c,2280431c-4662-4b07-97d1-126a5eb4658e,Visionary mobile core - Image,Image,2022-11-05,True
9577822c-26ec-443f-8e44-9feb700579eb,1b6fe8b5-c607-4ef4-a844-497afc533e6c,e26263ef-e2cf-4059-a74f-105b2bc09db9,Devolved coherent archive - Video,Video,2022-11-24,True
65a97877-e3d6-4061-b392-ebe8699c7706,e455adc7-8e4c-4e98-9125-76b4013b8e67,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Cross-platform motivating throughput - Carousel,Carousel,2023-09-21,True
14da34ba-0fcd-4f5c-bfde-2f208ac69811,7c8d6e8a-8f6d-4203-a44b-15d53f57065b,e26263ef-e2cf-4059-a74f-105b2bc09db9,User-centric multi-tasking alliance - Carousel,Carousel,2023-08-10,True
abcd3795-542c-4930-a21f-7df2da5c1c1a,695f26f6-c422-4edd-bd51-5cffab8e874f,e26263ef-e2cf-4059-a74f-105b2bc09db9,Mandatory zero administration process improvement - Carousel,Carousel,2024-09-25,True
d0ffa2f0-af73-48c2-8a71-4338f13dcff4,296094a1-ebbd-4953-bfc5-deeb76f4a70b,833c108f-03c4-49b0-8ab4-beb52764c3cb,Right-sized homogeneous collaboration - Text,Text,2024-08-29,True
07394494-3f73-4d5d-a36c-17e8786bf0bf,0f813e6f-b877-432d-9597-0b0122442dee,2280431c-4662-4b07-97d1-126a5eb4658e,Enterprise-wide system-worthy throughput - Image,Image,2024-07-13,False
7512454d-28f7-43e5-9ffb-4b7310751246,56a08cb3-b6bd-4359-94b8-01c512925af0,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Down-sized uniform intranet - Video,Video,2024-05-23,True
b360edd2-d9df-44a1-81c6-544e1289ebc8,a70df768-636c-4ce9-a8ed-18cd77c29827,d69a7560-4d0c-4818-8541-8e0c45f43769,Open-source high-level service-desk - Video,Video,2022-06-23,True
9aff19bf-a474-45e3-b04f-c4555f471ccb,2258e1ea-37fa-4840-9c57-6f26fac344a6,f8091db0-8915-4c9d-a848-030ff4e11844,Front-line leadingedge pricing structure - Text,Text,2023-01-12,True
caf5b6ce-0a82-49e0-8208-2a106bc34443,419931bd-3371-46f0-b373-ffd450abd2ce,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Versatile value-added toolset - Image,Image,2022-09-27,True
ad09c992-5351-4354-94e5-5f45de5a7b0f,f1f78666-2ed3-4b93-842d-de8062810ca2,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Focused national encoding - Carousel,Carousel,2023-11-09,True
511c159c-4e8d-439a-b3d3-fc0da7a9c009,9bde763d-501d-4a5c-9da0-002f40755d1c,833c108f-03c4-49b0-8ab4-beb52764c3cb,Phased content-based hub - Carousel,Carousel,2024-01-28,False
d8e0a912-f8d9-4477-8211-6794c3ebef62,ce7fd76e-d9d7-45b1-a6ba-c833e0329c84,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Re-engineered leadingedge Local Area Network - Text,Text,2023-09-28,True
39cbf0ae-332f-456c-9c5a-f52facefc3c1,b30346ea-bb0c-4291-b7c9-dab1849b3c28,f8091db0-8915-4c9d-a848-030ff4e11844,Horizontal zero-defect implementation - Image,Image,2023-06-06,True
154c32f0-e967-4119-b980-619dbbd0fee1,32ad1572-ec5e-440c-ad40-e8908238b535,f8091db0-8915-4c9d-a848-030ff4e11844,Progressive intangible complexity - Image,Image,2024-10-22,False
58332743-66fc-4ce1-a122-177fae9ec495,5daebd63-bc6d-4596-b1f8-c4f8ecb14729,833c108f-03c4-49b0-8ab4-beb52764c3cb,Exclusive real-time challenge - Carousel,Carousel,2025-01-02,False
34d11117-c9f9-418c-9d8d-855acd4dad43,a50281d3-e5b7-4104-959c-46ff7e52658c,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Business-focused secondary matrices - Image,Image,2024-02-20,True
79c7d9e3-1d74-472d-b0f8-525038e42b6f,9bde763d-501d-4a5c-9da0-002f40755d1c,833c108f-03c4-49b0-8ab4-beb52764c3cb,Reactive bi-directional structure - Carousel,Carousel,2024-02-14,True
cfd3ad12-89c5-4f77-92d7-f0e89738ebe6,a762ec22-7b49-4b60-9bf2-4c16e3e2aafe,d69a7560-4d0c-4818-8541-8e0c45f43769,Programmable bottom-line forecast - Text,Text,2023-02-24,True
4a1469a6-ae00-4f64-8709-6ea38311ae66,5f06a3e1-6ea4-4e26-9a72-4e037d40a503,833c108f-03c4-49b0-8ab4-beb52764c3cb,Virtual cohesive flexibility - Text,Text,2024-06-22,False
c943f249-619a-437e-9368-f4d90e87fb51,8a065fc2-3747-4017-bea7-954ad723db12,2280431c-4662-4b07-97d1-126a5eb4658e,Profound client-server Internet solution - Image,Image,2024-07-31,False
ae332058-3ab2-42e7-8718-b5f8c509fa06,ccd4823f-4d0a-41eb-bf90-4905d85e1ff0,f8091db0-8915-4c9d-a848-030ff4e11844,Face-to-face local hardware - Carousel,Carousel,2025-02-17,True
5a42aa28-fbd1-4a84-a886-59cc012cd306,6e6eede6-34de-4e50-9ac0-c11b5d0100a1,2cd98818-b0ed-45d5-bf64-6b610105bf2c,Operative actuating infrastructure - Video,Video,2024-12-10,True
e55c7fed-b049-482b-b18f-f16dfe7dcddc,3fc178dd-e71b-457a-82a6-d7672b645660,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Multi-layered disintermediate info-mediaries - Text,Text,2024-03-06,True
1fd1d954-63ea-4afb-8d79-9cc9cd492031,c1cb49ba-231a-4f5a-8a34-ddd85d27e8aa,833c108f-03c4-49b0-8ab4-beb52764c3cb,Multi-layered directional algorithm - Image,Image,2023-04-27,True
6417d308-40c3-4a78-ac0c-f56f9a04243c,e4e78db3-f815-4514-9e19-cac6149602cd,d69a7560-4d0c-4818-8541-8e0c45f43769,Cross-platform transitional projection - Carousel,Carousel,2024-02-01,True
afa88316-65c9-4be4-98ba-7c8fb683314a,4bed9cd8-4cd7-4439-988d-43ab2d226401,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Digitized client-driven alliance - Carousel,Carousel,2022-09-25,True
ea1401fb-dc9f-46d0-8a40-5dfa812c9afc,8c01f7a3-035e-4c35-84f0-83f81dcfae69,a9d03cd8-79fb-4be1-abda-02d7e95795d8,Phased tangible challenge - Text,Text,2022-05-24,False
8127071e-c64b-4791-85c4-12d5dab061db,32689130-337a-43c5-8e07-f5f27ec9ea37,d69a7560-4d0c-4818-8541-8e0c45f43769,Triple-buffered methodical knowledge user - Image,Image,2022-07-06,True
