interaction_id,ad_id,customer_id,event_type,event_time,device_type,location
b0ec3caf-ae73-4507-8de1-dfdb7b74ecc9,5a42aa28-fbd1-4a84-a886-59cc012cd306,db5e6cc4-972b-4dd3-9421-019acd60cfe5,impression,2024-06-30 18:50:13,Mobile,"Port Rachaelbury, Lithuania"
678379f4-bc51-4b38-b3ed-4993d3ea1a40,3d8a9eff-de72-41be-bc63-ed14406040c4,5486a82f-f106-4b9a-8a57-e40c7c7de64a,impression,2024-06-13 14:43:45,Tablet,"Kramerton, Aruba"
365260cb-3c8b-4236-b919-8f8b7cfeeb1b,e42c20fa-f0ce-4ebc-b90d-fcffe68dc75b,,impression,2025-01-25 00:17:52,Desktop,"Port Lisaborough, Sudan"
a2b672da-f2d5-4558-8609-c82da8cfcf4f,8f70242e-4a3f-4701-ad47-90c77517693c,1cff2aae-600a-4e14-81f8-77e30d6f2189,click,2024-04-29 00:12:52,Tablet,"Priceborough, Costa Rica"
941f0009-585a-4f2c-a535-210a29de0be7,65029306-cc97-497c-b147-f5d45535aa89,a5be046a-372a-43f6-8966-8175922139f0,impression,2023-08-10 23:23:57,Tablet,"Anitamouth, Djibouti"
517d9cf8-d8f5-44a8-9080-37bf58d05e46,0e6214dd-6086-4c57-a2ac-de9bb3b88afc,,impression,2023-05-26 00:19:09,Mobile,"North Alyssa, Algeria"
a9af496a-e38c-4683-9f7f-a7eae7196a7c,2b3ae323-db20-4c24-bdcc-f22bf2197919,740135e9-7221-4216-b569-a25137207873,click,2024-01-18 22:36:50,Mobile,"New Tonyafurt, Sao Tome and Principe"
653384f8-16fa-41d1-9317-88add00f954d,be37472c-0596-4613-935c-33eeacd80054,972b8e7b-5879-443f-9f88-d438f1af8437,impression,2023-04-16 15:24:09,Tablet,"South Jennifermouth, Ghana"
ec9c82dc-5560-4544-bb8d-ac216ad73243,eacd7dad-9ac1-4f85-b12b-f7fab4218875,,impression,2024-03-10 19:25:41,Mobile,"Michellechester, Chad"
c21ccad9-6b64-41b5-85eb-ef46fd41f734,015e4949-59f1-4055-949f-13dd6d46abe7,4c060b4a-5ddb-4833-9aaa-3813d357bf3e,impression,2023-06-20 17:47:10,Desktop,"New Tonyafurt, Sao Tome and Principe"
c04fd1b5-8dc0-4567-8cea-91db10a4917d,4e2cc311-7ea9-49f0-b129-59f9273a7980,40714a7d-629f-4385-984e-9762c8873f32,impression,2023-11-28 11:04:29,Mobile,"South Christopher, Sri Lanka"
f9fefdec-1d42-4fec-82e4-5f44d0fcbf94,36e8c8c4-0c6a-4fb6-9ae0-7993c5c6bcf6,88fa5858-b423-4efa-ab66-83f806f38131,impression,2025-01-12 14:50:03,Tablet,"West Nancy, Antigua and Barbuda"
32327bb0-c334-4718-b631-e3cdb868705c,123a4d4e-87c7-4913-8be0-6cf8f2959f94,4cbb5430-296a-43aa-b99b-1de485ce69e4,impression,2024-09-08 21:13:36,Mobile,"Port Rachaelbury, Lithuania"
012c1960-7ece-4964-8199-37d6fa5e483a,799fcbec-8561-4d85-987a-8521b58c3af8,3a89b713-c3b7-4bb8-a837-eab046b327aa,conversion,2024-08-11 04:48:54,Mobile,"New Greg, Cayman Islands"
d8611c73-47f7-42a5-a265-36de5eec2152,81571cf5-9488-4195-ae51-4b4b6f43d79d,4d9da988-297c-4051-aaf5-65241f5aff7e,impression,2024-07-22 21:06:13,Tablet,"Carrshire, Brazil"
aa486268-0c59-47c1-af1f-33f0552771d8,e7171aee-5e55-4e34-bddf-e40dba9dfdbb,4386c908-fbb4-486f-9c70-8a43ea600ffe,click,2024-04-20 18:14:44,Tablet,"Port Rachaelbury, Lithuania"
9ff101be-4357-4416-af0a-caceba580174,3f25e825-65f7-42d0-a62e-86d94a892123,d6b82152-4025-48dd-93c6-9c25b8d8c345,impression,2023-09-15 18:29:00,Desktop,"North Jonathanhaven, San Marino"
906c8561-9ca7-4fc7-bf3f-e40182ff4962,8924c64a-0bbe-4130-b04a-81d4fd683b6d,95147f4b-42bb-4f5a-bbf8-ad0ac7b8e881,click,2023-06-28 00:14:31,Tablet,"Mccormickland, Kiribati"
3d669571-c15a-49af-af1f-6df497e7d4aa,59e28db8-1dc8-4591-8a18-55b1831da767,d03b43c4-50db-44d5-989a-e3ba0a57f37f,impression,2023-05-03 16:01:24,Desktop,"South Neil, Kyrgyz Republic"
cfd486fc-441f-4297-b55e-6d9cf64941ec,b87d3684-5836-47f7-87c3-d074d46b4b90,202561e5-42e7-492e-8916-b07bcbc572dd,impression,2023-09-21 10:09:30,Tablet,"Paynechester, Bosnia and Herzegovina"
64d1daae-2d2f-44a5-b75e-9fdd7e67d50c,df5a552d-b12b-4c68-8f73-55388015f0f3,3262f170-b902-4a80-a3c3-7c712223c544,impression,2023-08-24 08:49:05,Mobile,"West Tiffany, French Guiana"
39376f9a-d797-4691-afaf-1396941bc25a,bc18cb00-4617-481d-b27d-409fe3a92572,c759ee02-0ac3-44d8-a6a1-b3e87db67802,impression,2024-08-21 09:00:41,Desktop,"Marieland, Svalbard & Jan Mayen Islands"
63acbc2e-5ad2-44c6-afc1-4a8b95c625c8,9ae0fc05-4267-4ed6-8363-ab983d51db47,1ab8e818-235e-4151-ba88-bc3e879bb712,impression,2023-11-26 08:02:06,Mobile,"East Dustin, Gibraltar"
e9dd1360-2474-4f39-8261-841053eb1707,b869fcd6-fdf4-45a7-a4fa-975766da41c4,71563cdd-1053-4603-83bd-c44197d2bac2,click,2023-06-16 07:40:29,Mobile,"Matthewshire, Bulgaria"
7599d77e-7273-48f2-a278-554b832dcd50,9f581f40-6a52-4095-ae13-4b239ce9e9ee,afd2a268-a71e-4be5-a404-b64fcc2d6f05,conversion,2024-04-15 12:16:19,Tablet,"South Joseph, Switzerland"
1f9076ff-7027-4970-9d1c-21bae20cf583,f644d6f2-b830-4606-a008-aa2f9cf6252b,dce1ab28-e18b-4130-ba06-d11e17517525,impression,2025-01-28 01:16:15,Tablet,"Port Rachaelbury, Lithuania"
cbdb90b0-b6ab-4d78-8aaa-78c72cab0fbd,bc18cb00-4617-481d-b27d-409fe3a92572,a5be046a-372a-43f6-8966-8175922139f0,impression,2023-07-12 09:31:03,Tablet,"Lake Matthewville, Tokelau"
18c473b0-6f4e-4d83-8bb3-9086ff433b75,a651b547-23a0-491c-a3dd-0fc6fc3457b1,d86cf9c9-7c51-4018-80da-1924a4d5e79e,impression,2023-12-09 04:23:57,Mobile,"Port Megan, India"
4e6e50e1-d1ff-4ee6-84df-80626e2511e0,3a3ecb3d-1598-4537-9a0e-775278890b32,2e826cf4-d513-4ff2-a190-dd0aa697acf9,click,2024-12-13 07:26:06,Mobile,"East Leonard, Korea"
107d5ec3-854f-44a0-b001-9129dd1f32a7,00a9d756-16f1-4cf2-b0af-157c2fb24038,f6bf3923-e886-437d-b3ef-558c45edff8b,impression,2024-02-16 09:36:13,Mobile,"Lake Katrina, Anguilla"
38fa3321-7d7a-454c-b77f-cc8d6080746d,cbc38f80-7427-4ff5-9b3b-a53722708669,904daa72-bb6c-4b30-a443-3e58d00cd355,click,2024-04-13 11:18:58,Desktop,"Port Kathleenport, Antigua and Barbuda"
ead10663-1ed8-432d-9dc5-c2184eb59495,d290c6b1-e045-4a1b-9624-6f47ce18a7f0,4aa5e53d-b481-4c0d-abf5-9770c862e269,impression,2024-04-27 13:42:02,Tablet,"Thomasview, Nigeria"
94c79968-827e-469d-b26d-3723f0568342,19cd216d-6260-42ed-bd67-0a3cf72c15bc,,impression,2025-03-08 18:00:02,Desktop,"Davidshire, Italy"
577d42b7-1909-4250-b413-0025e94c4887,99972bc9-41ca-4e67-938f-773cc036bc4d,937d0054-72d4-4e22-b9a7-7eb6ddc3d7ba,impression,2024-09-08 02:57:18,Desktop,"Danielshire, Cook Islands"
90bd1529-6b5b-4532-b95f-94e3cdb1e991,e18ce282-8341-46d2-9bc2-6616be1c1e2f,0eca8a68-5cd4-40c5-97ce-aa46feaf533b,impression,2023-11-05 12:18:55,Tablet,"New Michaelview, Nauru"
39296b95-2a6c-4ec2-8d36-724c3cf9f449,edaa71e7-745c-4c4d-8697-dcf3c186a44f,6c92af1d-73e8-4314-a534-14225e127035,impression,2023-06-23 11:11:23,Tablet,"Bensonfort, Barbados"
2fbd3cbf-04b4-472d-8eb7-2ccc4614a7fe,1cdd0109-7afe-4c8d-a949-472092dc72c1,35099d7e-545c-4238-9fe0-4d924e17f4ba,impression,2024-08-24 05:31:54,Mobile,"New Tonyafurt, Sao Tome and Principe"
36e462a1-dae4-4483-8782-1cda16891c8a,58830bdc-1aaa-449e-8590-9f9e94e02ed3,7eab9064-b0a2-45e5-86fb-d39094a08911,impression,2024-06-09 07:31:10,Tablet,"South Christina, Kenya"
18e1c675-b2a4-4bc6-b72d-cd054984ddf8,02f4eafa-792f-491c-8900-ae5db9821a05,fd264295-bb0d-4748-8e30-61aec22f87ee,impression,2024-02-08 16:18:15,Tablet,"Port Amandaborough, Japan"
e4c0e521-27b5-4196-bf54-242d14f6992f,469ab248-2660-444a-8567-723d3b46533c,,impression,2023-09-04 06:42:39,Desktop,"Sotoburgh, Northern Mariana Islands"
d93df93c-7719-4db7-9eb6-139a6b772e86,01ab3bfc-9c7d-4482-8617-98c732b559ce,a78dffda-2fa9-4e7b-a1f3-f4fac3c80e8f,impression,2024-01-26 20:35:56,Mobile,"North Jasonland, Bulgaria"
0e6941df-4d6e-4cc0-acf3-a0d8b2309195,df5a552d-b12b-4c68-8f73-55388015f0f3,f962d8c5-ed53-49f8-a38a-1ac69d369ec8,impression,2025-03-01 11:03:19,Mobile,"Fosterborough, Korea"
675b0813-aa9b-47c6-958a-4b6d181f8a1c,8af0cccf-a684-4a1f-8310-3cab4b1dc264,9548db8a-becb-4ead-9a33-c5237615be51,impression,2024-02-03 22:55:44,Tablet,"Hahnborough, Kazakhstan"
37c8f3a0-172c-4eca-99f3-b109f3a33757,96e59f90-e5d0-4811-94c4-a81bff69c2a5,3bc2f4af-064a-4f18-a8e2-20a30b4b6b48,impression,2024-01-25 14:25:17,Mobile,"West Larry, Korea"
45e87c9d-69e4-43e4-9ed4-80766d20483c,511c159c-4e8d-439a-b3d3-fc0da7a9c009,a109a7b5-b369-4b2b-8f67-17d95fae0818,impression,2023-09-05 14:26:00,Desktop,"Tammychester, Botswana"
900358c7-479c-484d-9fec-e5e96ce75210,ad09c992-5351-4354-94e5-5f45de5a7b0f,06869ced-10d9-436c-8afb-eadae4455e22,impression,2024-03-24 22:07:43,Mobile,"Michellechester, Chad"
3c679a38-122d-436f-b150-c276da5c125b,10f1bb55-b521-4367-b05f-6543c6048e7e,f0c8591a-ff94-47d0-8a11-57038d9d8000,click,2023-05-18 07:59:42,Mobile,"West Michelleberg, Reunion"
102619dd-3c62-4423-805d-3b658ae53122,0e6214dd-6086-4c57-a2ac-de9bb3b88afc,fe2d2529-45d7-417a-bfca-634acd7865ef,impression,2023-11-04 04:28:04,Desktop,"Rodriguezfort, Northern Mariana Islands"
2646ee9b-0d3c-4232-a95e-4e310bb50369,a3890f2c-c0d3-4438-865d-56620149f666,,impression,2024-03-20 05:37:51,Mobile,"North Kaylastad, Chad"
517a359a-ab3f-4677-a856-5c2700b2e559,39f9fe96-cd95-4c47-8d6a-4079c765ab67,8900b792-fc01-468c-987d-abebf6b4e226,impression,2024-04-08 21:35:02,Mobile,"Amberton, Senegal"
fc55584f-355d-41c2-b949-21f52e09ee87,ea1401fb-dc9f-46d0-8a40-5dfa812c9afc,,impression,2023-11-04 06:25:20,Tablet,"Michaelmouth, Nicaragua"
c598a796-ebbe-40a0-baf0-cf273a7ce693,f0117000-e749-4e40-a5d1-2c045d68f8e7,bac564c2-fe86-4393-96d3-5c8454260c0e,conversion,2023-10-06 09:44:13,Desktop,"Lake Peter, Oman"
03147bff-0202-4cf9-99b8-11cbd26df13f,903f0cc8-265e-4987-89d9-921f7c712244,,impression,2025-01-22 20:33:15,Tablet,"Davidshire, Italy"
93d9436e-ce7f-4cd9-9f4b-2aeb126dd09b,4db6d471-4ff5-410d-8a52-83870f9e2055,d73b6f0b-a346-44de-a328-ba9273ba7e8f,impression,2023-11-08 06:38:01,Desktop,"East Dustin, Gibraltar"
d209a2fb-f60b-4699-95e2-f9971ac17aba,c817b882-d2f4-41cd-b92b-f292f69f0877,ae5bbad3-3f29-4768-a961-94beb280bb31,conversion,2024-06-24 22:35:38,Mobile,"Deborahburgh, Venezuela"
1336ac9c-1359-4287-9ae0-e67bdd653645,d9208d70-e4ae-4ed1-b1db-142ab0c28ec1,53d2002f-466f-4feb-8c7c-cbfdbb6a5a89,impression,2023-05-31 13:18:59,Tablet,"Port Kimland, Saint Martin"
bb3bcc67-050d-4590-86b2-94ca4d731b23,8f70242e-4a3f-4701-ad47-90c77517693c,4b58444f-15a7-4186-9693-a9cae9e3bc48,impression,2023-08-09 01:33:18,Mobile,"Priceborough, Costa Rica"
5b98bb40-1d9f-4d8e-83f4-a188254b29d7,db5982e4-8b7c-4b1e-ac19-4b1e78e46dba,7816a960-10c2-4260-b29d-4d298dd8c4e9,impression,2024-11-17 22:57:16,Tablet,"Port Monicaburgh, Haiti"
6a655bd9-a68d-48dd-9a59-744ea1011f4a,ff5ed8e0-101e-4bda-b0f3-793af93056a6,,impression,2024-10-05 15:26:05,Mobile,"East Lisa, Moldova"
88e7c9a0-544d-4911-8aea-e9f7191a4f93,105b2381-f906-4c15-af18-f795d36805e0,96b91bbb-a296-4f50-b574-d643a11e0921,click,2024-09-13 02:47:21,Tablet,"West Robertland, Brazil"
5aa6fa9f-3cf3-4132-ae36-8cdadd10d445,9b1a4a5a-3cff-44e2-9888-4d44fabde44f,0bc8dc7b-458d-4fb7-b1ee-8f0c91fed244,impression,2023-06-27 18:56:34,Desktop,"Harrisberg, Turkmenistan"
9b265c72-91b4-4c7b-a57a-5f848f9daac3,85310efc-aed7-4982-bb06-6117dc63742a,8f70b453-d2c2-49ac-ac0c-91a687db22dc,impression,2023-06-19 05:58:31,Tablet,"West Bradleyville, Angola"
c9b3b403-63d4-42ff-814c-d1dea2fc65f5,058eec69-6f24-47d4-82ff-4f104c120e24,b414801c-8326-48a9-a13c-5d09b321b780,impression,2024-09-13 15:19:46,Desktop,"Brooksland, Norfolk Island"
b28825fd-0994-4ea4-ade1-c487ceafc892,0e72420e-e27b-485e-9afa-e00d05f5f426,c3409ab3-06c2-46fe-a44e-6ab9f8167646,impression,2024-01-05 17:00:40,Tablet,"Aguilarside, Macedonia"
9049ad34-b05b-4692-a7e9-3228117b2a26,4716f0df-20c6-4ac9-a95f-f16ff2840de1,212131a1-6541-4e71-9e02-21e917336cb6,impression,2024-12-31 09:50:43,Tablet,"Port Amandaborough, Japan"
d8fa5b07-14f9-40f7-84e4-65d28badda6c,9c288eb8-9a2f-4b41-9a42-9e81fa1ca710,6d3c2937-4c02-4a72-8437-2ee340587d8c,impression,2024-06-07 05:36:58,Desktop,"Port Michaeltown, Libyan Arab Jamahiriya"
55815132-a74b-4576-ad91-a499ba86fbb5,b0d9c119-8658-4d91-9aad-d2fbe7e07443,,click,2024-02-29 05:32:44,Mobile,"West Tiffany, French Guiana"
c6e70a81-da41-41f8-b832-baed3b64f8e1,6d3972c4-c5ca-4f3f-8114-d47635df42ca,0a4d502a-cfd4-4a45-a574-ad7c29c8547d,impression,2024-11-21 05:39:13,Mobile,"Jeffreyport, Chile"
f6cbd233-f129-45a8-a07d-2e105706da6d,8522a871-c191-4af8-b383-a951312fbd5e,d0b12ab8-79ea-49d6-9778-e2e81f67b585,impression,2024-07-14 17:34:22,Desktop,"Thomasview, Nigeria"
dfbe5f43-2e23-4b61-b71a-eb63b76b8fed,c1bf5c3d-731d-46a0-87b1-de432f9b1255,bf4bb898-210d-437a-b6cc-3825b432a3cd,impression,2023-10-07 09:25:13,Tablet,"North Peggy, Burundi"
a44b079a-163e-4bc1-90b4-ab6e6d077aad,400b0da9-5964-460c-b2c9-c2190daf0c22,3c2e74be-0e04-4daf-8009-7a05826f00bf,impression,2024-06-16 16:09:46,Tablet,"Port Kathleenport, Antigua and Barbuda"
32bdd57a-baef-46a8-b5b9-3b571be73764,c529a847-a0ef-4de2-a2d9-1ff375daa749,2af8837e-4103-4331-901c-461fcbeebe82,impression,2023-05-31 01:05:40,Tablet,"Matthewshire, Bulgaria"
fbb57c93-8cf3-4ac1-a80a-06d04404d261,2eee7b33-8db8-468a-a0af-5edd39ee3e23,7053832e-0fb6-41fc-b8ea-a40963fec6b8,impression,2025-01-25 17:52:13,Mobile,"Hendersonfort, Norfolk Island"
0ae6f39a-0579-4d4a-954b-0b2d9f96a398,434ea8fa-e06c-4290-bf5a-ee4d8ed29a2c,,impression,2024-02-08 08:27:21,Mobile,"Danielshire, Cook Islands"
ef0c627f-c719-4df3-a6f4-d1b874693697,80d7e629-9c24-4795-8b3b-8f099b5cb8e7,db90cd3a-2b36-4b89-a099-11171e455e1f,impression,2025-01-08 08:27:15,Tablet,"Sotoburgh, Northern Mariana Islands"
8131b659-73a6-41a1-a50d-38f7085f474b,04d8a2e1-d555-4360-8a20-dd3bc0392d7e,,impression,2024-05-23 13:54:53,Mobile,"Amyburgh, Serbia"
00fa1e05-c0d5-4de6-af61-cc78dc09759a,f8ee747a-c115-4dde-a4cf-f88d08220f99,17e832c6-6caa-45b3-9a3a-cf8d9af08c3c,impression,2024-03-03 20:08:33,Desktop,"North Lawrenceport, Burundi"
8ec8f8ee-4c9d-47c3-a8a3-d5cb2777515b,4efc2c61-2eaa-4414-84e9-2cf641d9a0ce,,click,2024-06-02 14:59:14,Desktop,"Reidstad, Thailand"
580dcfd7-318d-4603-b237-afd999e72e6d,b574ee96-d903-470e-9307-b8b74721852a,39356db0-e2c1-4cc2-af59-5196b3466755,click,2024-09-28 08:08:59,Desktop,"South Diana, Romania"
db30323b-22a2-4431-b48d-631749257a7e,afa88316-65c9-4be4-98ba-7c8fb683314a,b0cc0e58-b60e-4e01-b13a-a439030e157f,impression,2025-02-15 00:21:03,Mobile,"West Whitney, Liberia"
11cc0610-effd-4394-bc5a-b654c5b83d72,79891041-1c74-4861-9386-f8177bf92d1f,2e2d0086-b96e-434b-bbf0-ea3ce8d637e7,impression,2025-04-09 23:19:03,Desktop,"West Larry, Korea"
323a98c5-15db-42af-ba43-a6065732d399,16c6c695-40f3-47a3-80f9-a22d1d7fe726,8985813b-dbd3-4b35-bbdc-c4a033628809,impression,2024-04-16 11:38:36,Desktop,"Thomasview, Nigeria"
3a47fedf-5b70-4a0f-b84c-a6a3f40432e0,5ca10fe8-794b-45ea-a2c9-0f93b5d6bded,a71a52fc-e003-4a41-8980-c8b896500374,impression,2024-07-01 12:26:36,Tablet,"Paynechester, Bosnia and Herzegovina"
8456d516-f0a1-4f58-a2b3-fb00937b181b,23b9f377-4544-4816-8a6c-aac2c71ef9bf,5781cb14-44bb-42b7-ab89-746dfa9c59e9,impression,2025-02-26 11:29:40,Tablet,"Erikview, Bermuda"
6fe0dba6-c464-4512-958e-6fa7b90af47d,f49e164a-c057-4d9d-917e-1a8a0442efc6,289a0913-1b33-4f68-93ca-d815dbf67a6d,impression,2023-10-13 16:57:39,Tablet,"Kyliebury, Falkland Islands (Malvinas)"
a1c34b8f-2674-4df9-815b-598ed62d0249,122ae6f7-a690-4c5f-8da0-654017c708ec,6a43d0c3-01bf-463b-8d50-e362e98784d2,click,2024-04-17 14:26:51,Desktop,"South Christopher, Sri Lanka"
8165edbc-aa4a-403d-8883-3ded0c8354b9,99972bc9-41ca-4e67-938f-773cc036bc4d,b08034d4-7b6e-420f-9a19-83a19eacb2a1,click,2023-12-01 19:16:56,Desktop,"West Michelleberg, Reunion"
2dd0ba2f-f495-4c44-b364-c1a8351662c4,5ea92b87-405d-4cf4-98ec-ec4ee59f248f,,impression,2023-06-14 00:06:14,Tablet,"Port Rachaelbury, Lithuania"
a38472fd-28ca-4246-925d-efde70a2c9c5,4188759a-32a4-49c2-8306-24fa22cd0f4e,,impression,2024-02-14 07:57:43,Mobile,"New Jessicastad, Japan"
906162ff-54f8-40bb-81a5-85d0e787d2f2,469ab248-2660-444a-8567-723d3b46533c,7b0fca4d-9613-4e73-954d-004e0b7ac628,impression,2025-03-14 21:15:43,Tablet,"Johnberg, Saint Barthelemy"
b64f15bb-dfa0-4005-9868-3397087a9d9f,7288345a-df2e-4d9c-97e3-8a22615f8aee,58376e71-7954-43e2-82e1-9e96707c05c8,click,2025-02-04 22:52:02,Desktop,"Port Monicaburgh, Haiti"
6049c850-0eeb-4350-816f-dea1fb73215a,be697346-dfe7-4648-8cd5-10e499d13be2,,impression,2024-10-19 11:53:55,Tablet,"Rosemouth, Nauru"
947bd1d0-e0fb-4b1e-a71c-19b16a954533,6e3b523e-be77-4628-80a3-1ccb712c2e62,c667a07c-0e3c-4697-a5c2-80bfe1437748,impression,2023-05-10 15:39:40,Tablet,"North Lawrenceport, Burundi"
b752ec06-b102-4dc1-b703-5f0b9d6bfe5e,c9a6f425-714a-4e10-857a-decc5bbebfb1,b71bc4d0-d2b2-4054-a307-758cee114d7f,impression,2024-05-07 16:07:30,Desktop,"Kramerton, Aruba"
604df348-c4e9-4e54-8de4-edd9a809d027,7353a16a-6ac8-44e6-8058-4d822e006950,5b9aa404-a02c-4f53-9bac-62c1cd76f3a2,impression,2024-06-30 08:35:11,Desktop,"Davidshire, Italy"
6e8307bb-b02b-4d6f-bad4-d9d29268a937,7f08e4c9-9bd6-42b9-8362-6ed72b402eb8,8985813b-dbd3-4b35-bbdc-c4a033628809,impression,2025-03-13 01:58:27,Mobile,"North Peggy, Burundi"
4572a180-1c78-4492-9771-8cf71c9d92df,3246b0b6-7eb0-4459-87ae-3eaaf08e2f31,fd1b6183-5900-4c55-880a-c449b4b7fa92,click,2024-05-19 02:26:59,Desktop,"Sotoburgh, Northern Mariana Islands"
7bd59dce-6bb2-4bf8-a1be-18bc3b3067ec,c3f82c69-8414-4eea-a3e0-0a91e7bd7a6c,fc3a85d9-f8fe-47aa-9f33-65aa181fd9eb,impression,2024-12-25 09:45:03,Tablet,"Deborahburgh, Venezuela"
5d22bc6c-e206-4437-b8ba-0a122f431e08,6b4df5d7-3532-434b-8ae9-56e6761a4eb4,4a1fd3e6-5b93-4f0b-bfa3-dbeb6e7d8b82,impression,2024-06-30 13:32:07,Mobile,"Port Michaeltown, Libyan Arab Jamahiriya"
cde88060-6ba5-488c-9aff-ad03805b7c2b,edaa71e7-745c-4c4d-8697-dcf3c186a44f,3ad2d96f-5402-4da9-b51b-e43243b6ec6f,conversion,2024-09-20 22:26:27,Mobile,"Port Lisaborough, Sudan"
7fef0e72-4009-4e68-bdc6-a5b9062f33ee,cbbef0a4-0784-4edf-a14f-7d23ec0371ba,9c11375d-1e1e-48e0-a3d1-e1e57ce7d88c,impression,2024-08-07 11:00:15,Tablet,"East Lisa, Moldova"
b3774de1-b83b-4d8e-9944-a83875b48786,4cf6f89a-fbea-4c60-b154-9f530c69113c,dd46c8f4-7766-420b-a377-3a33635c0daa,impression,2023-08-06 04:53:55,Desktop,"Amberton, Senegal"
d3671ec5-d295-4bc2-adbe-a35a04f89eb1,efcba7f4-3482-452c-9f5e-7570bce60a52,9eee5fdf-c7f5-47a6-89a7-8796a6c35a5f,click,2023-07-16 02:29:30,Mobile,"Cunninghamfort, Mayotte"
19fcfe63-4f67-452d-9dce-42897fe1ad8b,a7fb4c60-68fa-437a-9f12-84ba3af48e59,,impression,2024-11-21 19:17:48,Mobile,"Danielshire, Cook Islands"
dbb6c937-a8be-4768-a3e0-c55be638858e,ecc5ebcf-18f2-424a-b2d3-5703c5cce5a7,90b1e649-954c-4203-9216-4894a7683930,conversion,2024-03-27 10:58:57,Tablet,"Hahnborough, Kazakhstan"
d9436370-88a2-466a-8260-06790c9ec690,8e3a76cc-dc65-4860-8699-cc5c382547c2,57f6217d-df71-4610-8c63-341c6cfae2eb,conversion,2023-08-25 22:58:22,Mobile,"Danielshire, Cook Islands"
751a60e5-cd68-4bb0-9797-283ebdc9c514,f8c84dd6-c34e-41ed-aa5a-6ef1f68f52a1,dde9f832-4de4-4392-9d99-febb1e856e90,impression,2023-08-21 12:27:09,Mobile,"Hahnborough, Kazakhstan"
944a7114-3f63-49b0-a704-e94e1f8ab35a,5ca1d111-e1da-4627-b43e-3d472a0d2fb6,60a64162-a683-41e3-90ab-941fcdcd3e54,click,2023-09-25 06:11:38,Mobile,"Matthewshire, Bulgaria"
103206bd-2371-4144-b532-0ec2580881e5,ce4b024c-506c-4162-bad7-e55ac1d94f26,93e4a5de-5cfe-4526-87f1-0988dccd25cb,impression,2024-12-31 15:04:31,Tablet,"West Bradleyville, Angola"
139cb203-367c-4481-b3c5-989dc50a4376,b2a48878-f4ef-42b1-a59b-d6ceb9bceafe,452ab42c-1bda-4909-a302-2f0bed064418,impression,2023-09-10 08:56:59,Desktop,"New Timothy, Lebanon"
28d0e913-f41f-4adb-9ba6-e23d5c66b7e9,f048a138-bbef-4b6a-9c98-796e5cf5faff,4e92890b-4b8b-4403-b066-80d0444ba5e6,click,2023-07-20 16:33:10,Desktop,"Rosemouth, Nauru"
fd5e08b7-3813-47d5-9f6d-2da10701938c,ecc5ebcf-18f2-424a-b2d3-5703c5cce5a7,39d14eea-eae3-4cb1-9ff0-f03819ea1afd,impression,2023-05-16 19:48:42,Tablet,"Bakerland, Kazakhstan"
c7d85529-37d4-4f3e-aa1f-e23580ac20fe,276041bb-3413-4dd3-af59-8fd01feba8a3,39208c7b-1eb3-4828-971c-6084aadb481f,impression,2024-03-07 12:33:19,Desktop,"East Angelaport, Slovakia (Slovak Republic)"
2ccc9446-d7fd-40d5-bfc2-ec361b8c30d5,3e35e2be-6a39-41be-bebf-5a728d18d3bb,c7e5030b-29fc-4aca-8309-b45af66540e1,impression,2023-06-13 13:10:13,Mobile,"South Christina, Kenya"
074919a0-3c81-46c4-8ec8-80720693d1d7,76133e5b-9041-427f-8332-10b391f70410,48dcf07b-ddfb-48a7-916a-d7331b51e341,click,2024-09-25 06:39:25,Desktop,"Johnstad, Papua New Guinea"
28296c1a-b1df-456b-906a-05dcf60eeeac,da9b70e6-b6da-4974-a01a-3cdf882306f9,75bc692a-d407-41d7-8d1a-8ef02e1d8016,impression,2024-03-16 20:35:37,Tablet,"Amberton, Senegal"
628dc42d-aace-4078-bf2c-a7dbcedde333,0236e734-b356-4ce9-9d3d-06a78d2b58f8,a846a41a-13d7-4efd-90de-bba00a68d2fe,impression,2023-09-17 12:19:24,Mobile,"Port Kathleenport, Antigua and Barbuda"
e1cf6a53-9377-4c97-9755-c64caf4afc0a,be4726c7-57d7-45cb-b18e-88612f468534,,impression,2025-01-11 13:58:48,Desktop,"Davidshire, Italy"
501da5b2-bc30-45af-95bb-ff899fe254d6,2b3ae323-db20-4c24-bdcc-f22bf2197919,e221b7d3-1d01-4a59-bdb2-46af292cd117,impression,2024-08-12 20:37:09,Tablet,"Lake Katrina, Anguilla"
789970d6-d7e4-4973-b038-8b73119048eb,a5dd6818-8bc1-40dd-9f73-4d0b69912cde,c8175cca-138c-49f7-a458-62ced1daa3be,impression,2023-08-06 12:55:32,Desktop,"East Leonard, Korea"
89848abe-936d-40ce-945d-ba830dfa9e88,560d9ea7-d05c-41ce-9b68-d39ac076bd50,9ff89b63-f794-435c-8ad6-d5a4e374c0d1,impression,2025-01-20 13:10:39,Tablet,"West Bradleyville, Angola"
7294a075-f556-4c78-ac60-45859427e5fa,c742a6e5-ffca-4997-bb50-54dd7feddb93,6a4606f9-b1f2-4047-a7dd-aa5c0c838921,impression,2024-07-18 20:46:03,Desktop,"Mccormickland, Kiribati"
